source,destination,distance,road_quality,lane_count,road_type,speed_limit,tolls,foot_traffic,event,vehicle_type,historical_congestion,accident,pothole_reports,predicted_congestion,weight
A,D,23.0,3.78,2,urban,100,0,0.298,none,truck,0.432,no,10,0.352,14.239
A,B,17.0,4.27,2,highway,40,1,0.598,none,sedan,0.784,no,10,0.47,16.973
D,E,17.0,3.9,3,highway,100,1,0.91,none,sedan,0.298,no,9,0.434,15.025
A,B,48.0,3.57,1,highway,80,0,0.66,procession,bike,0.034,yes,8,1.0,38.402
A,D,1.0,4.71,2,urban,80,2,0.997,none,sedan,0.939,no,5,0.522,12.583
A,E,4.0,4.52,2,urban,40,1,0.617,none,suv,0.501,no,8,0.392,11.83
E,B,27.0,1.61,3,rural,80,0,0.333,none,truck,0.822,no,6,0.54,18.813
D,B,4.0,1.88,3,rural,80,1,0.893,procession,suv,0.166,no,10,0.525,14.113
A,D,16.0,2.6,2,highway,60,1,0.247,none,sedan,0.306,no,7,0.334,14.964
E,D,34.0,4.66,4,rural,60,0,0.321,none,bike,0.782,no,4,0.346,17.037
E,C,51.0,4.6,2,rural,80,0,0.36,none,bike,0.14,no,2,0.207,19.858
B,C,47.0,2.05,4,urban,100,2,0.671,none,suv,0.233,no,10,0.476,27.807
E,D,58.0,1.27,2,urban,60,2,0.668,none,truck,0.891,no,6,0.686,34.89
B,D,32.0,4.27,3,rural,100,0,0.242,none,truck,0.955,no,7,0.403,16.702
A,B,40.0,3.18,1,rural,40,0,0.436,procession,bike,0.606,no,2,0.354,19.514
A,C,16.0,2.16,1,rural,40,2,0.725,none,bike,0.182,no,8,0.447,19.183
E,B,49.0,2.08,1,rural,100,0,0.154,none,sedan,0.339,no,7,0.361,22.622
A,B,45.0,2.1,1,rural,40,0,0.033,vip_movement,bike,0.222,no,4,0.282,21.507
E,C,50.0,3.94,2,urban,80,1,0.478,vip_movement,bike,0.676,no,10,0.432,25.593
E,A,36.0,4.41,3,rural,100,2,0.789,none,truck,0.649,no,7,0.448,22.314
D,C,17.0,4.52,1,urban,80,1,0.566,none,bike,0.205,no,2,0.263,12.233
A,D,22.0,3.49,2,rural,80,0,0.64,none,bike,0.721,yes,6,1.0,30.231
C,D,44.0,3.02,2,rural,100,0,0.081,vip_movement,sedan,0.622,no,5,0.323,19.591
B,C,9.0,3.39,2,highway,60,0,0.318,vip_movement,suv,0.059,no,0,0.193,7.609
A,B,4.0,3.24,2,highway,60,0,0.989,none,bike,0.417,no,9,0.495,10.986
D,B,55.0,3.41,1,rural,80,0,0.864,procession,truck,0.71,no,1,0.442,23.589
C,B,19.0,1.45,2,urban,100,0,0.902,none,truck,0.181,no,10,0.592,17.563
D,B,43.0,2.34,2,rural,80,0,0.56,none,truck,0.875,no,2,0.478,21.215
B,D,21.0,1.86,3,highway,40,2,0.832,procession,truck,0.777,no,3,0.566,21.244
B,E,13.0,1.22,2,urban,80,1,0.635,vip_movement,suv,0.679,no,1,0.6,17.198
C,A,13.0,3.45,3,rural,40,1,0.761,none,truck,0.324,no,3,0.363,13.576
A,C,12.0,4.04,1,highway,100,2,0.764,none,sedan,0.758,no,0,0.403,13.372
E,B,42.0,2.56,2,urban,80,0,0.469,procession,truck,0.287,no,9,0.397,21.326
E,B,43.0,1.8,4,highway,40,1,0.439,none,bike,0.247,no,1,0.369,23.571
A,E,27.0,3.06,1,rural,40,0,0.233,none,truck,0.524,no,6,0.342,16.358
B,A,58.0,4.09,2,urban,100,0,0.962,procession,bike,0.334,no,0,0.357,22.691
C,B,31.0,3.77,2,highway,100,0,0.422,none,suv,0.705,no,0,0.332,14.443
C,E,53.0,1.75,1,urban,80,2,0.055,none,bike,0.239,no,3,0.318,27.545
E,D,42.0,2.96,2,highway,80,2,0.774,procession,suv,0.727,no,7,0.505,25.744
A,B,26.0,3.26,2,urban,60,1,0.895,procession,truck,0.576,no,9,0.507,19.704
D,C,14.0,3.95,1,urban,40,2,0.284,none,sedan,0.274,no,7,0.283,15.692
B,E,36.0,2.37,2,urban,80,1,0.311,vip_movement,bike,0.199,no,3,0.301,19.513
E,C,13.0,4.85,1,urban,100,0,0.905,procession,suv,0.681,yes,5,1.0,26.432
C,B,10.0,1.44,3,rural,60,0,0.353,none,truck,0.078,no,8,0.445,14.03
E,D,6.0,2.01,1,urban,80,0,0.926,procession,suv,0.149,yes,4,1.0,26.085
C,B,44.0,4.6,2,urban,80,1,0.481,none,bike,0.863,no,7,0.426,22.943
C,A,21.0,1.83,2,highway,80,2,0.606,vip_movement,truck,0.242,no,4,0.428,19.117
B,E,6.0,1.37,3,rural,60,0,0.497,vip_movement,sedan,0.827,no,7,0.626,14.597
C,A,41.0,1.6,2,highway,80,0,0.651,vip_movement,suv,0.964,no,6,0.633,23.954
D,A,2.0,2.73,4,highway,60,0,0.42,none,bike,0.32,no,3,0.325,7.778
E,C,4.0,3.47,1,urban,60,2,0.073,vip_movement,bike,0.994,no,10,0.429,14.433
C,B,24.0,2.73,1,highway,80,0,0.063,none,truck,0.021,no,5,0.213,13.163
D,A,11.0,2.33,1,urban,40,0,0.126,none,suv,0.127,no,5,0.272,11.17
A,D,32.0,2.53,4,urban,80,1,0.607,none,suv,0.06,no,2,0.311,18.089
C,E,59.0,4.81,1,highway,100,0,0.682,procession,bike,0.325,no,9,0.375,24.786
B,E,42.0,3.84,3,highway,40,2,0.219,procession,truck,0.086,no,0,0.165,21.556
C,B,37.0,4.41,2,urban,80,0,0.601,none,sedan,0.805,yes,7,1.0,34.635
A,B,55.0,1.39,3,urban,100,0,0.002,vip_movement,truck,0.339,no,8,0.435,26.534
A,E,1.0,1.35,2,highway,80,2,0.015,procession,bike,0.482,no,6,0.456,14.774
C,B,16.0,3.53,2,rural,60,0,0.013,none,sedan,0.844,no,0,0.285,10.566
C,E,32.0,1.31,2,highway,80,1,0.921,none,sedan,0.68,no,0,0.626,22.684
E,A,49.0,2.33,2,urban,100,0,0.006,procession,suv,0.361,no,8,0.325,22.193
D,E,39.0,1.25,2,rural,80,0,0.898,none,bike,0.901,yes,9,1.0,38.506
A,B,33.0,1.67,1,urban,60,0,0.672,procession,sedan,0.063,no,8,0.467,20.666
D,C,47.0,3.44,3,highway,40,0,0.807,none,truck,0.62,no,10,0.502,24.57
D,C,37.0,3.04,3,urban,80,2,0.756,none,bike,0.699,no,3,0.453,22.87
B,C,8.0,3.2,2,urban,40,2,0.855,none,bike,0.83,no,7,0.532,16.686
D,C,16.0,4.42,2,urban,80,0,0.547,none,bike,0.704,no,3,0.371,11.238
D,A,39.0,4.7,2,highway,60,1,0.813,none,truck,0.032,no,5,0.304,20.303
E,D,22.0,3.84,2,rural,100,0,0.306,none,sedan,0.955,no,1,0.366,12.265
B,C,8.0,4.5,1,rural,80,1,0.772,procession,suv,0.836,yes,7,1.0,27.911
A,C,40.0,2.62,2,highway,60,0,0.925,none,bike,0.31,no,5,0.45,20.903
D,B,57.0,1.34,2,highway,60,1,0.617,none,suv,0.036,no,3,0.46,29.545
D,A,33.0,3.38,2,highway,40,1,0.995,procession,suv,0.137,no,2,0.365,19.427
C,B,39.0,3.04,2,rural,100,2,0.796,none,truck,0.527,no,1,0.406,22.104
C,E,7.0,3.15,3,urban,80,0,0.031,none,truck,0.224,no,9,0.268,9.171
D,C,15.0,3.95,1,rural,80,0,0.277,none,sedan,0.891,no,2,0.355,10.716
B,E,28.0,4.23,2,urban,60,0,0.658,none,suv,0.919,no,5,0.46,16.682
A,C,55.0,1.73,2,urban,100,0,0.113,none,suv,0.442,no,8,0.423,25.72
E,D,46.0,1.39,4,highway,60,1,0.652,none,suv,0.996,no,0,0.618,27.077
A,B,19.0,3.96,2,urban,60,1,0.65,none,suv,0.655,no,1,0.372,14.384
A,B,53.0,4.9,2,highway,40,0,0.366,none,sedan,0.542,no,9,0.353,24.254
A,E,55.0,2.5,2,rural,40,2,0.85,none,suv,0.798,no,5,0.54,30.901
A,B,40.0,2.82,1,urban,40,0,0.996,none,truck,0.055,no,10,0.452,22.295
B,C,47.0,4.8,1,rural,100,0,0.297,none,truck,0.716,no,6,0.346,20.302
E,A,31.0,2.3,2,highway,40,0,0.971,none,bike,0.98,no,4,0.604,20.311
A,B,32.0,3.46,2,highway,40,1,0.49,vip_movement,suv,0.504,yes,4,1.0,35.846
B,A,59.0,3.21,1,rural,60,0,0.925,none,suv,0.547,no,8,0.499,27.347
D,B,28.0,2.87,3,rural,60,2,0.463,none,sedan,0.192,no,10,0.37,21.346
B,C,30.0,1.35,4,rural,40,1,0.008,none,bike,0.411,no,10,0.48,23.512
D,A,8.0,4.9,2,urban,40,0,0.365,none,sedan,0.517,no,5,0.308,9.498
D,B,12.0,1.55,2,urban,80,0,0.79,none,sedan,0.917,no,9,0.69,16.522
B,E,53.0,3.5,2,rural,60,0,0.56,procession,bike,0.988,no,1,0.434,23.369
E,B,11.0,4.83,2,rural,80,0,0.983,none,truck,0.41,no,0,0.361,8.949
B,A,3.0,3.09,3,urban,80,2,0.259,none,truck,0.548,no,6,0.351,12.222
B,A,17.0,3.2,1,rural,80,0,0.931,none,sedan,0.623,no,9,0.526,14.722
B,E,8.0,3.51,2,rural,40,2,0.704,none,suv,0.5,no,5,0.405,14.876
D,C,52.0,1.07,1,urban,100,0,0.737,none,bike,0.521,no,5,0.677,28.559
D,A,41.0,2.51,3,urban,40,2,0.812,none,suv,0.482,no,8,0.498,26.874
D,B,27.0,4.43,2,highway,40,0,0.677,none,suv,0.351,no,9,0.386,16.887
B,A,24.0,3.3,3,rural,100,0,0.941,vip_movement,truck,0.154,no,6,0.4,14.415
B,D,50.0,4.13,2,rural,60,1,0.85,vip_movement,truck,0.717,no,5,0.46,25.314
E,B,22.0,3.95,1,rural,80,0,0.396,none,sedan,0.995,no,9,0.47,15.363
B,C,51.0,1.53,2,rural,80,1,0.409,none,sedan,0.953,no,6,0.594,28.709
A,C,34.0,3.61,2,highway,60,0,0.415,none,suv,0.164,yes,9,1.0,34.884
B,E,48.0,2.67,3,rural,40,2,0.255,none,truck,0.737,no,7,0.418,27.859
E,D,29.0,1.3,4,urban,80,0,0.732,none,sedan,0.14,no,7,0.551,20.446
C,E,42.0,2.62,1,rural,100,0,0.508,none,suv,0.611,yes,0,1.0,35.008
E,B,50.0,4.13,2,rural,80,0,0.389,none,bike,0.844,no,7,0.413,22.743
C,B,49.0,2.07,2,urban,100,0,0.79,none,bike,0.29,no,5,0.459,23.211
D,C,22.0,2.28,2,urban,60,0,0.712,none,sedan,0.495,no,5,0.467,15.968
D,A,20.0,1.86,3,rural,60,0,0.142,none,bike,0.28,no,5,0.35,14.684
B,D,22.0,4.35,1,rural,40,0,0.3,vip_movement,bike,0.028,no,0,0.157,11.324
D,C,12.0,3.46,2,urban,60,1,0.906,none,truck,0.844,yes,8,1.0,30.143
C,E,36.0,1.8,1,highway,40,0,0.823,none,suv,0.602,no,0,0.507,20.638
E,C,29.0,1.63,2,highway,80,0,0.378,procession,truck,0.936,no,7,0.578,19.953
C,D,33.0,2.89,2,rural,80,0,0.788,none,truck,0.109,no,4,0.358,17.01
C,D,40.0,2.01,2,rural,80,2,0.105,vip_movement,truck,0.305,no,1,0.291,22.601
B,E,44.0,1.64,1,urban,40,0,0.85,none,suv,0.033,no,1,0.43,22.748
C,B,19.0,1.34,4,urban,40,0,0.09,none,truck,0.366,no,6,0.451,17.151
C,D,30.0,3.48,1,rural,100,0,0.699,none,suv,0.447,no,2,0.364,14.98
A,D,4.0,3.06,3,rural,100,2,0.976,none,suv,0.032,no,4,0.372,11.853
B,D,29.0,4.11,1,highway,80,2,0.651,procession,sedan,0.508,no,2,0.349,18.809
E,C,32.0,3.2,2,highway,80,0,0.968,none,suv,0.846,no,6,0.548,18.838
E,B,27.0,2.11,2,highway,80,0,0.827,none,truck,0.591,no,5,0.523,17.698
A,C,26.0,2.17,3,rural,80,0,0.702,none,bike,0.082,no,6,0.401,16.306
B,A,3.0,4.32,2,rural,40,0,0.317,vip_movement,suv,0.284,no,8,0.293,8.586
A,D,2.0,3.35,2,urban,80,0,0.611,procession,sedan,0.643,no,10,0.47,9.793
B,D,39.0,2.56,2,rural,60,0,0.576,procession,suv,0.988,no,3,0.499,20.741
B,A,30.0,4.12,3,highway,80,0,0.869,none,suv,0.872,no,10,0.545,18.664
C,A,27.0,1.27,1,rural,60,1,0.462,none,bike,0.633,yes,1,1.0,35.733
D,E,51.0,4.41,1,urban,60,0,0.751,none,sedan,0.484,no,6,0.398,23.113
C,D,30.0,2.96,1,rural,80,0,0.896,procession,truck,0.754,no,4,0.505,17.536
B,E,7.0,2.37,1,rural,80,2,0.836,none,sedan,0.212,no,4,0.418,14.192
B,C,42.0,3.5,2,highway,100,0,0.471,none,suv,0.219,no,1,0.262,17.347
A,D,50.0,2.23,2,rural,40,2,0.78,none,truck,0.407,no,2,0.437,28.013
D,A,6.0,3.17,1,urban,80,0,0.06,none,truck,0.192,no,4,0.216,7.34
E,B,41.0,4.59,3,highway,100,1,0.356,none,sedan,0.975,no,9,0.443,22.123
B,C,46.0,3.68,1,rural,100,0,0.188,none,suv,0.552,no,0,0.257,18.225
C,A,13.0,2.73,2,urban,100,2,0.296,none,bike,0.345,no,3,0.305,13.881
A,E,56.0,1.09,2,rural,60,0,0.376,procession,bike,0.517,no,0,0.544,28.318
A,E,12.0,2.37,1,rural,40,0,0.867,procession,truck,0.628,no,8,0.548,14.787
C,B,30.0,2.46,2,urban,40,0,0.211,none,bike,0.991,no,10,0.503,20.069
B,E,21.0,1.49,1,highway,100,0,0.747,vip_movement,sedan,0.949,no,5,0.657,17.725
A,E,51.0,3.26,1,rural,40,0,0.549,procession,truck,0.299,no,3,0.322,22.659
B,E,59.0,1.46,3,urban,40,1,0.862,procession,suv,0.101,no,3,0.497,30.691
D,E,19.0,2.55,1,rural,60,0,0.72,none,sedan,0.017,no,4,0.345,13.409
D,C,41.0,4.79,2,rural,60,1,0.986,vip_movement,sedan,0.331,no,0,0.347,20.312
E,A,57.0,1.1,2,highway,100,0,0.888,none,truck,0.356,no,0,0.613,28.286
D,B,45.0,4.51,3,rural,100,0,0.377,procession,bike,0.566,no,7,0.347,19.981
C,B,14.0,2.83,2,urban,60,0,0.948,none,truck,0.969,no,3,0.555,13.613
B,A,34.0,4.64,3,highway,80,0,0.585,procession,suv,0.63,no,4,0.369,16.769
B,C,23.0,3.15,2,urban,80,0,0.64,vip_movement,sedan,0.79,yes,9,1.0,31.287
E,A,33.0,3.89,4,urban,40,0,0.237,none,bike,0.892,no,8,0.409,18.872
C,A,51.0,2.84,3,urban,100,2,0.274,none,sedan,0.424,yes,10,1.0,43.561
E,C,52.0,1.98,3,urban,40,0,0.12,none,sedan,0.534,no,4,0.373,24.655
C,A,51.0,1.26,2,urban,60,1,0.611,vip_movement,bike,0.339,no,8,0.588,30.26
D,E,47.0,2.05,1,rural,80,1,0.493,procession,bike,0.097,no,1,0.323,22.968
A,E,31.0,1.63,4,rural,40,0,0.006,none,sedan,0.499,yes,1,1.0,34.561
A,C,25.0,3.91,3,highway,40,1,0.063,procession,suv,0.111,no,3,0.167,15.053
E,C,3.0,2.01,3,rural,60,0,0.949,none,sedan,0.789,no,1,0.557,10.661
C,E,59.0,2.11,4,rural,80,0,0.86,none,truck,0.174,no,8,0.477,27.441
A,D,34.0,3.33,2,rural,100,0,0.534,vip_movement,bike,0.146,no,7,0.326,16.863
D,E,54.0,4.11,2,rural,80,0,0.511,none,sedan,0.552,no,9,0.4,24.214
D,E,37.0,1.99,3,highway,60,1,0.419,none,suv,0.325,no,1,0.36,20.919
A,E,18.0,2.87,3,rural,40,0,0.029,none,bike,0.356,no,0,0.217,11.31
D,A,46.0,4.66,4,rural,40,0,0.497,none,bike,0.598,no,6,0.365,21.722
D,E,50.0,4.74,4,urban,60,0,0.134,vip_movement,suv,0.359,no,8,0.263,21.783
E,C,11.0,1.08,3,highway,80,1,0.332,procession,sedan,0.265,yes,1,1.0,31.128
B,D,6.0,2.86,3,rural,40,2,0.123,vip_movement,suv,0.241,no,7,0.283,13.78
A,E,25.0,4.85,1,rural,100,0,0.319,procession,truck,0.833,no,0,0.313,12.161
D,A,19.0,4.33,2,rural,80,1,0.039,none,suv,0.967,no,7,0.364,14.89
B,A,37.0,1.85,2,highway,40,2,0.499,none,truck,0.778,no,3,0.502,25.419
B,C,36.0,4.99,1,highway,40,0,0.22,vip_movement,bike,0.325,no,6,0.249,17.492
E,A,56.0,4.17,3,urban,100,0,0.81,none,bike,0.362,no,1,0.34,22.101
C,E,2.0,3.22,2,highway,100,1,0.12,vip_movement,truck,0.635,no,7,0.345,9.506
E,B,18.0,3.73,2,highway,100,1,0.848,none,sedan,0.879,no,8,0.533,16.164
E,B,26.0,4.41,1,rural,80,1,0.735,none,suv,0.843,no,10,0.506,18.997
D,A,47.0,2.38,2,rural,60,0,0.827,none,suv,0.391,yes,7,1.0,39.105
C,A,15.0,4.69,3,rural,100,1,0.662,none,suv,0.909,no,4,0.44,13.262
C,B,25.0,2.99,3,urban,80,0,0.651,vip_movement,suv,0.083,no,8,0.361,15.377
D,B,57.0,2.6,3,highway,80,0,0.04,procession,bike,0.195,no,0,0.201,22.031
B,D,33.0,1.77,3,urban,40,0,0.894,none,suv,0.727,no,1,0.56,20.532
B,C,26.0,1.39,2,urban,40,0,0.924,none,suv,0.439,no,2,0.581,19.606
D,E,5.0,3.81,4,highway,60,0,0.247,none,sedan,0.118,yes,10,1.0,26.312
D,E,24.0,2.84,1,rural,40,0,0.817,vip_movement,suv,0.173,no,4,0.379,15.546
D,B,27.0,4.62,2,rural,100,2,0.436,none,suv,0.408,no,7,0.325,18.337
C,D,10.0,2.13,2,urban,60,1,0.627,procession,suv,0.26,no,10,0.465,15.499
E,C,49.0,3.45,2,urban,40,1,0.484,none,bike,0.242,no,5,0.311,24.258
E,A,33.0,4.45,2,highway,100,1,0.106,none,bike,0.549,no,6,0.281,17.533
C,D,36.0,1.43,4,highway,100,0,0.33,none,sedan,0.917,no,5,0.578,21.575
B,A,26.0,3.58,1,urban,80,0,0.225,none,sedan,0.31,no,6,0.279,14.183
B,C,43.0,2.94,2,rural,40,0,0.857,none,truck,0.031,no,0,0.314,19.737
C,E,45.0,1.47,2,highway,80,1,0.694,none,truck,0.623,no,3,0.566,26.164
B,E,44.0,2.41,3,urban,40,2,0.415,none,suv,0.152,no,9,0.37,26.774
C,A,21.0,4.96,1,urban,100,0,0.936,none,bike,0.342,no,8,0.416,13.57
C,B,25.0,3.38,3,urban,100,1,0.892,procession,truck,0.519,no,10,0.5,18.481
E,D,16.0,1.93,2,urban,40,0,0.787,none,sedan,0.593,no,5,0.534,15.73
C,D,48.0,2.15,1,urban,40,0,0.459,none,bike,0.413,no,0,0.361,22.333
D,E,50.0,4.51,4,highway,100,1,0.737,vip_movement,suv,0.075,no,8,0.331,23.521
E,C,20.0,1.78,1,highway,60,0,0.041,vip_movement,suv,0.836,no,6,0.46,16.101
D,C,27.0,1.26,2,rural,40,0,0.31,procession,sedan,0.587,no,8,0.576,21.428
A,D,43.0,2.22,2,rural,100,1,0.722,vip_movement,truck,0.008,yes,5,1.0,38.654
A,E,2.0,4.09,2,urban,80,1,0.775,none,bike,0.222,no,1,0.307,8.093
D,B,6.0,1.3,2,rural,80,0,0.585,none,truck,0.589,no,3,0.574,12.994
B,E,38.0,1.34,1,highway,80,0,0.324,procession,sedan,0.833,no,1,0.54,21.728
D,B,22.0,3.83,2,highway,80,0,0.875,none,truck,0.269,no,3,0.363,13.14
D,B,3.0,3.58,3,rural,40,2,0.581,vip_movement,bike,0.905,no,2,0.429,12.984
B,D,24.0,3.49,3,urban,60,0,0.654,vip_movement,bike,0.681,no,4,0.422,15.148
C,B,43.0,3.77,2,urban,40,0,0.854,none,sedan,0.246,no,4,0.366,20.69
D,B,26.0,2.53,1,urban,40,2,0.045,vip_movement,suv,0.752,no,0,0.318,18.955
A,D,30.0,2.08,4,highway,80,1,0.828,none,suv,0.777,no,8,0.593,21.93
B,D,19.0,1.17,3,rural,40,0,0.632,none,truck,0.407,no,8,0.629,19.86
C,A,24.0,3.47,2,urban,80,1,0.634,none,bike,0.814,no,5,0.455,17.19
E,B,31.0,3.82,2,highway,80,0,0.368,none,truck,0.675,yes,10,1.0,33.608
E,C,22.0,4.24,1,urban,100,1,0.712,none,truck,0.274,no,8,0.372,15.598
D,C,22.0,2.07,2,rural,60,0,0.451,none,suv,0.83,no,5,0.5,16.515
A,D,5.0,2.35,1,highway,40,1,0.598,none,bike,0.448,no,6,0.439,13.22
C,B,55.0,2.48,2,highway,80,0,0.484,none,bike,0.886,no,7,0.505,25.962
C,E,38.0,4.4,2,rural,100,2,0.707,none,sedan,0.084,no,3,0.279,20.427
E,C,28.0,3.65,2,rural,80,1,0.348,none,bike,0.456,no,4,0.31,16.676
B,E,19.0,2.11,2,highway,60,0,0.53,none,suv,0.125,no,4,0.36,13.968
D,A,11.0,3.82,2,rural,80,0,0.139,none,sedan,0.962,no,5,0.375,10.356
D,E,31.0,4.55,1,rural,40,0,0.799,vip_movement,bike,0.563,no,1,0.37,16.3
D,A,6.0,4.71,3,rural,80,0,0.352,procession,bike,0.413,no,6,0.298,8.042
B,D,27.0,1.38,1,highway,80,0,0.413,none,truck,0.5,yes,8,1.0,34.312
D,E,42.0,3.75,1,urban,80,2,0.761,none,bike,0.747,no,1,0.418,23.314
D,E,38.0,1.3,2,rural,60,0,0.545,none,truck,0.747,no,9,0.655,25.09
E,D,15.0,4.66,3,urban,80,0,0.188,none,sedan,0.039,no,4,0.171,9.085
B,A,11.0,3.47,1,urban,60,2,0.097,none,suv,0.501,no,9,0.325,15.292
B,C,43.0,2.37,2,urban,60,2,0.966,none,bike,0.144,no,6,0.451,26.225
A,D,55.0,4.93,2,urban,80,0,0.791,none,bike,0.262,yes,1,1.0,38.713
D,B,9.0,1.67,3,rural,100,2,0.171,none,truck,0.028,no,7,0.349,15.085
C,E,46.0,3.01,2,rural,40,0,0.529,none,bike,0.766,no,10,0.492,24.385
E,D,11.0,4.99,2,urban,40,1,0.469,vip_movement,bike,0.748,no,9,0.414,14.237
D,A,11.0,3.25,2,urban,60,0,0.218,none,truck,0.014,no,8,0.25,10.436
A,E,52.0,3.48,1,rural,100,1,0.511,none,truck,0.394,no,2,0.316,23.095
A,B,37.0,1.87,2,urban,80,2,0.079,none,sedan,0.409,no,5,0.362,23.395
A,D,54.0,4.71,1,rural,100,2,0.958,procession,suv,0.636,no,4,0.444,26.998
A,E,16.0,1.32,2,rural,80,2,0.229,none,suv,0.966,no,0,0.541,18.996
A,E,49.0,4.31,3,rural,100,2,0.239,none,suv,0.835,no,9,0.398,26.137
C,A,33.0,2.95,2,rural,40,0,0.28,none,bike,0.519,no,0,0.295,16.549
E,C,38.0,3.02,2,highway,80,0,0.78,procession,truck,0.528,no,2,0.414,18.594
B,D,8.0,2.43,3,urban,80,0,0.902,procession,bike,0.914,no,2,0.548,11.341
C,B,28.0,1.3,1,urban,60,0,0.087,none,bike,0.978,no,0,0.522,18.977
B,E,37.0,1.77,1,urban,100,0,0.364,none,sedan,0.828,no,4,0.505,20.276
C,E,30.0,3.64,4,rural,60,0,0.974,none,suv,0.781,no,10,0.561,19.484
B,C,20.0,2.41,2,urban,60,2,0.374,none,truck,0.775,no,0,0.396,17.537
D,B,46.0,1.21,2,rural,40,0,0.478,none,truck,0.383,no,7,0.573,27.068
E,A,31.0,2.45,3,rural,80,0,0.818,procession,truck,0.97,no,3,0.551,18.45
E,B,25.0,1.43,2,urban,40,2,0.335,procession,bike,0.481,no,8,0.523,23.819
A,D,28.0,3.66,2,urban,80,0,0.807,none,suv,0.182,no,3,0.337,14.739
C,B,54.0,4.86,3,urban,80,0,0.334,procession,bike,0.78,no,0,0.305,21.281
C,A,18.0,4.53,2,rural,80,0,0.876,none,sedan,0.232,no,6,0.37,12.405
E,A,47.0,3.72,3,highway,80,0,0.168,procession,sedan,0.451,yes,4,1.0,37.242
C,B,14.0,1.36,2,rural,40,0,0.787,none,sedan,0.661,no,8,0.664,18.119
B,D,32.0,1.93,1,rural,60,0,0.424,vip_movement,sedan,0.192,no,0,0.33,16.987
C,E,32.0,4.93,1,rural,100,0,0.753,none,bike,0.62,no,8,0.436,17.072
E,D,47.0,1.53,2,rural,100,2,0.548,none,sedan,0.962,no,2,0.584,28.115
C,A,32.0,2.17,2,urban,100,0,0.305,none,suv,0.384,no,9,0.412,18.329
A,B,42.0,4.81,2,highway,40,1,0.047,none,truck,0.22,no,8,0.217,21.404
E,A,3.0,2.47,3,urban,100,2,0.995,none,bike,0.719,no,9,0.595,15.169
D,C,28.0,3.74,2,rural,80,0,0.835,none,suv,0.566,no,8,0.467,17.007
A,D,4.0,2.62,2,rural,100,0,0.318,none,truck,0.112,no,8,0.319,8.391
D,C,56.0,3.92,4,rural,80,0,0.8,none,suv,0.565,no,2,0.395,23.426
C,D,1.0,4.46,2,rural,60,2,0.805,none,suv,0.128,no,8,0.356,12.086
A,E,37.0,1.45,2,highway,80,2,0.882,none,suv,0.524,no,2,0.577,25.711
E,B,43.0,4.73,2,urban,100,2,0.94,none,suv,0.786,no,4,0.47,23.955
E,A,35.0,4.17,2,rural,80,0,0.967,procession,suv,0.079,no,2,0.325,16.349
D,A,2.0,3.08,4,highway,100,0,0.782,none,suv,0.398,no,5,0.416,7.882
E,B,59.0,1.99,1,urban,60,0,0.959,none,suv,0.683,no,10,0.63,30.016
E,A,37.0,4.8,2,highway,80,1,0.136,none,sedan,0.803,no,6,0.331,19.653
E,D,52.0,2.93,3,rural,100,0,0.946,procession,bike,0.887,no,9,0.593,25.538
E,B,59.0,1.65,2,urban,100,0,0.508,none,suv,0.825,no,8,0.588,28.708
E,B,41.0,1.61,1,urban,80,1,0.852,procession,bike,0.956,no,7,0.68,26.602
A,B,33.0,3.71,4,highway,60,0,0.526,procession,truck,0.163,no,1,0.256,15.504
B,E,25.0,4.85,2,urban,60,0,0.48,procession,truck,0.478,no,6,0.334,14.572
C,A,5.0,2.1,4,rural,80,0,0.882,none,bike,0.059,no,2,0.399,9.265
D,E,37.0,4.52,1,rural,100,0,0.344,none,truck,0.339,no,5,0.275,16.458
A,D,50.0,2.56,2,urban,100,2,0.788,vip_movement,suv,0.906,no,0,0.495,26.407
E,C,47.0,1.38,1,rural,80,0,0.468,vip_movement,suv,0.81,no,6,0.605,25.976
E,D,8.0,3.7,3,urban,40,2,0.007,none,sedan,0.126,no,1,0.145,11.395
E,D,2.0,3.38,1,highway,40,0,0.901,vip_movement,suv,0.781,no,5,0.505,10.126
A,E,14.0,2.4,3,highway,80,0,0.928,none,bike,0.147,no,8,0.462,13.501
D,A,31.0,2.49,3,urban,60,2,0.259,none,sedan,0.991,no,1,0.421,21.212
A,B,15.0,2.36,1,urban,60,1,0.801,none,truck,0.818,no,2,0.513,15.646
E,C,9.0,2.55,1,rural,60,0,0.14,vip_movement,suv,0.908,no,1,0.377,10.13
C,A,29.0,3.27,1,rural,60,0,0.321,none,truck,0.647,no,2,0.336,15.492
E,B,41.0,4.11,2,rural,80,0,0.648,procession,truck,0.581,no,3,0.373,18.848
A,D,20.0,4.56,1,highway,80,2,0.014,vip_movement,sedan,0.883,no,10,0.367,17.767
C,D,37.0,1.68,2,rural,80,0,0.876,none,truck,0.766,no,5,0.616,22.227
B,E,50.0,2.58,2,highway,80,2,0.303,none,bike,0.917,no,3,0.429,26.826
E,B,36.0,4.34,2,rural,60,0,0.839,procession,bike,0.924,no,1,0.455,18.2
D,B,48.0,3.93,1,rural,100,0,0.2,none,suv,0.24,no,1,0.2,18.369
B,E,40.0,4.86,1,rural,40,1,0.804,none,bike,0.192,no,2,0.302,20.445
E,A,18.0,3.83,2,rural,80,0,0.628,none,bike,0.743,no,7,0.449,13.591
